ID,Vietnamese_Text,English_Text,Vietnamese_Sound
wordex_hack,Có người cố hack vào tài khoản của tôi,Someone tried to hack into my account,
wordex_hái,Chúng tôi hái táo trong vườn,We pick apples in the garden,
wordex_hãi,Cảnh đó thật đáng sợ hãi,That scene was truly frightening,
wordex_hại,Hút thuốc có hại cho sức khoẻ,Smoking is harmful to health,
wordex_ham,Đừng ham lợi trước mắt,Don't be greedy for immediate gain,
wordex_hàm,Câu nói đó có hàm ý sâu xa,That statement has a deep implication,
wordex_hầm,Chúng tôi trú trong hầm khi mưa bão,We took shelter in the basement during the storm,
wordex_hãm,Anh ấy hãm phanh gấp,He slams on the brakes,
wordex_hạm,Hạm đội hải quân ra khơi,The naval fleet sets sail,
wordex_hàn,Thợ hàn sửa lại khung sắt,The welder repairs the steel frame,
wordex_hắn,Hắn không nói gì cả,He didn't say anything,
wordex_hẳn,Bạn hẳn là đang mệt lắm,You must be really tired,
wordex_hận,Cô ấy không hề oán hận ai,She doesn't resent anyone at all,
wordex_hang,Chúng tôi khám phá một cái hang,We explored a cave,
wordex_hằng,Cô ấy tập thể dục hằng ngày,She exercises every day,
wordex_hạng,Chúng tôi ngồi ghế hạng nhất,We're sitting in first class,
wordex_hãnh,Cha mẹ rất hãnh diện về con,Parents are very proud of their child,
wordex_hảo,Đây là mối quan hệ hữu hảo,This is a friendly relationship,
wordex_hạt,Tôi trồng một hạt giống,I planted a seed,
wordex_hầu,Anh ấy hầu như không bao giờ trễ,He's almost never late,
wordex_hậu,Hậu quả rất nghiêm trọng,The consequences are very serious,
wordex_hè,Chúng tôi đi biển vào mùa hè,We go to the beach in summer,
wordex_hề,Tôi không hề biết chuyện này,I didn't know about this at all,
wordex_hèn,Đừng làm kẻ hèn nhát,Don't be a coward,
wordex_heo,Trang trại nuôi rất nhiều heo,The farm raises a lot of pigs,
wordex_hẹp,Con hẻm này rất hẹp,This alley is very narrow,
wordex_hét,Cô ấy hét lên vì sợ hãi,She screamed out of fear,
wordex_hệt,Hai anh em giống hệt nhau,The two brothers look exactly alike,
wordex_hiến,Anh ấy hiến máu định kỳ,He donates blood regularly,
wordex_hiền,Bà tôi rất hiền,My grandmother is very gentle,
wordex_hiển,Điều đó là hiển nhiên,That's obvious,
wordex_hiện,Anh ấy hiện đang ở Hà Nội,He is currently in Hanoi,
wordex_hiếu,Con cái phải có hiếu với cha mẹ,Children must be filial to their parents,
wordex_hít,Hít một hơi thật sâu,Take a really deep breath,
wordex_hô,Đám đông hô vang khẩu hiệu,The crowd chants slogans loudly,
wordex_hố,Có một cái hố sâu trên đường,There's a deep pit on the road,
wordex_hỗ,Chúng tôi hỗ trợ lẫn nhau,We support each other,
wordex_hổ,Con hổ rất mạnh mẽ,The tiger is very powerful,
wordex_hở,Áo này hơi hở quá,This shirt is a bit too revealing,
wordex_hoa,Cô ấy tặng tôi một bó hoa,She gave me a bouquet of flowers,
wordex_hoà,Trận đấu kết thúc với tỉ số hoà,The match ended in a draw,
wordex_hòa,Trận đấu kết thúc với tỉ số hòa,The match ended in a draw,
wordex_hỏa,Xe cứu hỏa đến rất nhanh,The fire truck arrived very quickly,
wordex_họa,Thiên tai gây ra nhiều tai họa,Natural disasters cause much calamity,
wordex_hoạch,Chúng ta cần một kế hoạch rõ ràng,We need a clear plan,
wordex_hoại,Vi khuẩn gây hoại tử vết thương,Bacteria cause tissue damage in the wound,
wordex_hoan,Mọi người hoan nghênh vị khách mới,Everyone welcomes the new guest,
wordex_hoạn,Gia đình gặp hoạn nạn,The family faced misfortune,
wordex_hoàng,Đây là cung điện của hoàng gia,This is the royal palace,
wordex_hoảng,"Đừng hoảng loạn, mọi thứ sẽ ổn","Don't panic, everything will be fine",
wordex_hoành,Buổi lễ tổ chức rất hoành tráng,The ceremony is held very grandly,
wordex_hôi,Đôi giày này hôi quá,These shoes smell terrible,
wordex_hối,Tôi hối hận vì đã nói vậy,I regret saying that,
wordex_hỡi,"Hỡi các bạn, hãy lắng nghe tôi","Friends, please listen to me",
wordex_hội,Chúng tôi tham gia hội chợ,We took part in the fair,
wordex_hòn,Chúng tôi bơi ra một hòn đảo nhỏ,We swam out to a small island,
wordex_hồn,Bức tranh này có hồn,This painting has soul,
wordex_hỗn,Đứa trẻ đó rất hỗn láo,That child is very rude,
wordex_hòng,Hắn nói dối hòng che giấu sự thật,He lies in order to hide the truth,
wordex_hồng,Cô ấy tặng tôi một bông hồng,She gave me a rose,
wordex_hổng,Tui hổng biết đâu,I don't know at all (southern),
wordex_hù,Đừng hù tôi như vậy,Don't scare me like that,
wordex_hư,Chiếc xe đạp của tôi bị hư,My bicycle is broken,
wordex_hử,Cái gì hử?,"What is it, huh?",
wordex_hứa,Tôi hứa sẽ đến đúng giờ,I promise to arrive on time,
wordex_huấn,Anh ấy tham gia khóa huấn luyện,He's attending a training course,
wordex_huệ,Cô ấy mua một bó hoa huệ,She buys a bunch of lilies,
wordex_hung,Con thú đó rất hung dữ,That animal is very ferocious,
wordex_hùng,Anh ấy là một anh hùng,He's a hero,
wordex_huống,"Trời lạnh thế này, huống chi là ban đêm","It's this cold, let alone at night",
wordex_hương,Hương hoa lan rất thơm,The orchid's fragrance is lovely,
wordex_hưởng,Chúng ta nên hưởng thụ cuộc sống,We should enjoy life,
wordex_hụt,Tôi hụt hẫng vì không đạt được mục tiêu,I felt let down for not reaching my goal,
wordex_hưu,Ông tôi vừa nghỉ hưu,My grandfather just retired,
wordex_hữu,Anh ấy là bạn hữu thân thiết,He's a close friend,
wordex_huy,Anh ấy huy động mọi người giúp đỡ,He mobilized everyone to help,
wordex_hủy,Chuyến bay bị hủy do bão,The flight was canceled due to the storm,
wordex_huyền,Đây là một câu chuyện huyền bí,This is a mysterious story,
wordex_huyết,Cô ấy bị cao huyết áp,She has high blood pressure,
wordex_huynh,Xin chào huynh đệ,"Greetings, brother",
wordex_ích,Việc này rất có ích,This is very useful,
wordex_im,Cả lớp im lặng lắng nghe,The whole class listened in silence,
wordex_in,Tôi cần in tài liệu này,I need to print this document,
wordex_internet,Nhà tôi vừa lắp internet,My house just got internet installed,
wordex_kế,Ngồi kế bên tôi đi,Sit next to me,
wordex_kem,Trẻ con thích ăn kem,Children love eating ice cream,
wordex_kèn,Anh ấy thổi kèn trong ban nhạc,He plays the trumpet in the band,
wordex_kênh,Tôi chuyển sang kênh khác,I switch to a different channel,
wordex_kéo,Cho tôi mượn cây kéo,Let me borrow the scissors,
wordex_kẹo,Trẻ em thích ăn kẹo,Children like to eat candy,
wordex_kẹp,Cô ấy dùng kẹp giấy,She uses a paper clip,
wordex_két,Tiền được cất trong két sắt,The money is kept in the safe,
wordex_khả,Anh ấy có khả năng lãnh đạo tốt,He has good leadership ability,
wordex_khắc,Anh ấy khắc tên lên gỗ,He carved a name into the wood,
wordex_khai,Buổi lễ khai mạc bắt đầu,The opening ceremony begins,
wordex_khái,Tôi chưa hiểu rõ khái niệm này,I don't fully understand this concept yet,
wordex_khán,Khán giả vỗ tay nồng nhiệt,The audience applauds warmly,
wordex_khăn,Cho tôi mượn cái khăn,Let me borrow a towel,
wordex_khẩn,Đây là tình huống khẩn cấp,This is an emergency situation,
wordex_kháng,Cơ thể cần sức đề kháng tốt,The body needs good resistance,
wordex_khẳng,Anh ấy khẳng định điều đó là đúng,He affirms that it's true,
wordex_khao,Anh ấy khao cả nhóm một bữa ăn,He treats the whole group to a meal,
wordex_khảo,Nhà khoa học khảo sát khu vực,The scientist surveys the area,
wordex_khắp,Tin tức lan truyền khắp nơi,The news spread everywhere,
wordex_khấu,Tiền lương bị khấu trừ thuế,The salary has tax deducted,
wordex_khe,Ánh sáng lọt qua khe cửa,Light shines through the door gap,
wordex_khéo,Cô ấy rất khéo tay,She's very skillful with her hands,
wordex_khí,Không khí ở đây trong lành,The air here is fresh,
wordex_khỉ,Con khỉ leo trèo trên cây,The monkey climbs the tree,
wordex_khích,Đừng khích tướng tôi,Don't provoke me,
wordex_khiên,Người lính cầm khiên và giáo,The soldier holds a shield and spear,
wordex_khiến,Câu chuyện đó khiến tôi buồn,That story made me sad,
wordex_khiển,Cho tôi mượn cái điều khiển,Let me borrow the remote control,
wordex_khiếp,Tôi khiếp sợ khi thấy con rắn,I was terrified seeing the snake,
wordex_khiết,Nước suối này rất thanh khiết,This spring water is very pure,
wordex_khiêu,Họ khiêu vũ rất đẹp,They dance beautifully,
wordex_khinh,Đừng khinh thường người khác,Don't look down on others,
wordex_khô,Thời tiết ở đây rất khô,The weather here is very dry,
wordex_khổ,Cuộc sống của họ rất khổ,Their life is very hard,
wordex_khờ,Đừng ngây thơ và khờ dại như vậy,Don't be so naive and foolish,
wordex_khoa,Cô ấy học khoa y,She studies in the medical faculty,
wordex_khỏa,Bức tượng khỏa thân trong bảo tàng,The nude statue in the museum,
wordex_khoác,Cô ấy khoác áo lạnh trước khi ra ngoài,She puts on a coat before going out,
wordex_khoái,Tôi khoái món này lắm,I really enjoy this dish,
wordex_khoan,"Khoan đã, để tôi suy nghĩ","Wait a moment, let me think",
wordex_khoang,Hành khách ngồi trong khoang máy bay,Passengers sit in the airplane cabin,
wordex_khoảnh,Đó là một khoảnh khắc đáng nhớ,That's a memorable moment,
wordex_khóc,Em bé khóc suốt đêm,The baby cried all night,
wordex_khoe,Cô ấy khoe chiếc váy mới,She shows off her new dress,
wordex_khói,Khói bốc lên từ ống khói,Smoke rises from the chimney,
wordex_khôi,Chính phủ khôi phục lại nền kinh tế,The government restores the economy,
wordex_khối,Có một khối đá lớn ở đây,There's a large block of stone here,
wordex_khơi,Câu chuyện khơi lại ký ức cũ,The story stirs up old memories,
wordex_khôn,Con chó này rất khôn,This dog is very smart,
wordex_khốn,Đúng là tình huống khốn khổ,It's truly a miserable situation,
wordex_khống,Chính phủ khống chế dịch bệnh,The government controls the epidemic,
wordex_khổng,Con voi này khổng lồ,This elephant is enormous,
wordex_khớp,Câu trả lời không khớp với câu hỏi,The answer doesn't match the question,
wordex_khứ,Đừng sống mãi trong quá khứ,Don't live forever in the past,
wordex_khử,Bệnh viện khử trùng dụng cụ y tế,The hospital sterilizes medical equipment,
wordex_khuẩn,Rửa tay để diệt vi khuẩn,Wash your hands to kill bacteria,
wordex_khuất,Mặt trời khuất sau ngọn núi,The sun disappears behind the mountain,
wordex_khúc,Anh ấy chơi một khúc nhạc hay,He plays a beautiful piece of music,
wordex_khung,Bức tranh có một khung gỗ đẹp,The painting has a beautiful wooden frame,
wordex_khùng,Đừng nói khùng vậy,Don't talk crazy like that,
wordex_khủng,Bộ phim đó có cảnh khủng khiếp,That movie has a terrifying scene,
wordex_khuôn,Chiếc bánh này đúc theo khuôn,This cake is molded in a shape,
wordex_khuyên,Bác sĩ khuyên tôi nên nghỉ ngơi,The doctor advised me to rest,
wordex_khuyến,Cửa hàng khuyến khích khách mua nhiều,The store encourages customers to buy more,
wordex_kì,Kì nghỉ này thật tuyệt vời,This vacation is truly wonderful,
wordex_kĩ,Hãy kiểm tra kĩ trước khi gửi,Please check carefully before sending,
wordex_kỉ,Đây là một kỉ vật quý giá,This is a precious keepsake,
wordex_kìa,"Nhìn kìa, đẹp quá!","Look there, so beautiful!",
wordex_kích,Âm thanh kích thích trí tò mò của tôi,The sound stimulated my curiosity,
wordex_kịch,Tối nay chúng tôi đi xem kịch,Tonight we're going to see a play,
wordex_kiếm,Tôi đang kiếm việc làm,I'm looking for a job,
wordex_kiềm,Anh ấy cố kiềm chế cơn giận,He tries to restrain his anger,
wordex_kiệm,Bà tôi sống rất tiết kiệm,My grandmother lives very frugally,
wordex_kiên,Anh ấy rất kiên nhẫn,He's very patient,
wordex_kiếp,Đây có lẽ là số phận của kiếp này,Perhaps this is the fate of this lifetime,
wordex_kiệt,Tôi kiệt sức sau chuyến đi dài,I'm exhausted after the long trip,
wordex_kiêu,Đừng kiêu ngạo như vậy,Don't be so arrogant,
wordex_kim,Kim đồng hồ chỉ mười giờ,The clock's hand points to ten,
wordex_kín,Đóng cửa thật kín nhé,Close the door tightly,
wordex_ko,Tôi ko đi được,I can't go (informal spelling),
wordex_kỵ,Số bốn bị kiêng kỵ ở một số nước châu Á,The number four is taboo in some Asian countries,
wordex_la,Đừng la hét trong thư viện,Don't shout in the library,
wordex_lá,Lá cây rụng đầy sân,Leaves have fallen all over the yard,
wordex_lắc,Cô ấy lắc đầu từ chối,She shakes her head to refuse,
wordex_lách,Anh ấy lách qua đám đông,He squeezes through the crowd,
wordex_lai,Tôi lo lắng về tương lai,I'm worried about the future,
wordex_lam,Bầu trời màu lam nhạt,The sky is pale blue,
wordex_lầm,Tôi nghĩ bạn đã lầm rồi,I think you're mistaken,
wordex_lãm,Chúng tôi đi xem triển lãm nghệ thuật,We go see an art exhibition,
wordex_lạm,Đừng lạm dụng quyền lực,Don't abuse power,
wordex_lan,Tin đồn lan nhanh trong công ty,The rumor spread quickly in the company,
wordex_lăn,Quả bóng lăn xuống dốc,The ball rolls down the slope,
wordex_lẩn,Anh ấy lẩn tránh câu hỏi,He evades the question,
wordex_lặn,Anh ấy học lặn biển,He's learning to scuba dive,
wordex_lận,Anh ấy gặp nhiều lận đận trong đời,He faced a lot of hardship in life,
wordex_làng,Tôi lớn lên ở một làng nhỏ,I grew up in a small village,
wordex_lăng,Chúng tôi tham quan lăng vua,We visit the king's mausoleum,
wordex_lãng,Đừng lãng phí thời gian,Don't waste time,
wordex_lặng,Cả căn phòng im lặng,The whole room was silent,
wordex_lánh,Họ lánh nạn đến vùng an toàn,They fled to a safe area,
wordex_lãnh,Ông ấy lãnh đạo công ty rất tốt,He leads the company very well,
wordex_lao,Anh ấy lao xuống hồ bơi,He dove into the pool,
wordex_láo,Đừng nói láo với tôi,Don't lie to me rudely,
wordex_lão,Ông lão sống một mình,The old man lives alone,
wordex_lắp,Thợ điện lắp bóng đèn mới,The electrician installs a new light bulb,
wordex_lấp,Công nhân lấp ổ gà trên đường,Workers fill in the pothole on the road,
wordex_lạp,Tôi mua một cân lạp xưởng,I bought a kilo of Chinese sausage,
wordex_lặp,Đừng lặp lại lỗi cũ,Don't repeat the old mistake,
wordex_lập,Anh ấy lập một công ty mới,He established a new company,
wordex_lật,Cô ấy lật trang sách,She flips the page of the book,
wordex_lau,Tôi lau bàn sạch sẽ,I wipe the table clean,
wordex_lầu,Phòng tôi ở trên lầu ba,My room is on the third floor,
wordex_lậu,Hàng lậu bị hải quan tịch thu,Smuggled goods were confiscated by customs,
wordex_lây,Bệnh này rất dễ lây,This disease is very contagious,
wordex_lẫy,Anh ấy nổi tiếng lẫy lừng,He's tremendously famous,
wordex_lạy,Con lạy ông bà,I bow to my grandparents,
wordex_lê,Anh ấy lê bước về nhà,He drags his feet home,
wordex_lề,Đi trên lề đường cho an toàn,Walk on the sidewalk for safety,
wordex_lễ,Lễ cưới diễn ra vào cuối tuần,The wedding ceremony happens this weekend,
wordex_lẹ,Làm lẹ lên,Hurry up (southern),
wordex_lệ,Anh ấy rơi lệ khi nghe tin buồn,He shed tears when hearing the sad news,
wordex_lệch,Bức tranh treo bị lệch,The hanging painting is tilted,
wordex_len,Bà tôi đan áo len,My grandmother knits a wool sweater,
wordex_lén,Anh ấy lén nhìn qua cửa sổ,He secretly peeks through the window,
wordex_lẻn,Ai đó lẻn vào nhà lúc nửa đêm,Someone sneaked into the house at midnight,
wordex_lệnh,Anh ấy tuân theo mệnh lệnh,He follows the order,
wordex_leo,Chúng tôi leo lên đỉnh núi,We climbed to the mountain peak,
wordex_li,Cho tôi một li nước cam,Give me a glass of orange juice,
wordex_lí,Điều này không có lí lẽ gì cả,This makes no sense at all,
wordex_liếm,Con chó liếm tay chủ,The dog licks its owner's hand,
wordex_liệt,Ông ấy bị liệt nửa người,He's paralyzed on one side,
wordex_liều,Bác sĩ kê một liều thuốc,The doctor prescribes a dose of medicine,
wordex_liễu,Cây liễu rủ bên hồ,The willow tree droops by the lake,
wordex_lính,Người lính bảo vệ đất nước,The soldier protects the country,
wordex_lĩnh,Cô ấy lĩnh lương vào cuối tháng,She receives her salary at the end of the month,
wordex_líu,Đàn chim hót líu lo,The flock of birds chirps melodiously,
wordex_lố,Bộ trang phục đó hơi lố,That outfit is a bit over the top,
wordex_lồ,Toà nhà này khổng lồ,This building is enormous,
wordex_lơ,Đừng lơ là việc học,Don't neglect your studies,
wordex_lờ,Anh ấy lờ đi lời khuyên của tôi,He ignores my advice,
wordex_lỡ,Tôi lỡ chuyến xe buýt,I missed the bus,
wordex_lọ,Cho tôi một lọ nước hoa,Give me a bottle of perfume,
wordex_lộ,Bí mật đã bị lộ ra ngoài,The secret has been leaked,
wordex_loài,Đây là một loài chim quý hiếm,This is a rare species of bird,
wordex_loạn,Tình hình trở nên hỗn loạn,The situation became chaotic,
wordex_loạt,Có một loạt sự kiện xảy ra,A series of events happened,
wordex_lôi,Đừng lôi tôi vào chuyện này,Don't drag me into this,
wordex_lõi,Lõi táo còn sót lại trên bàn,The apple core is left on the table,
wordex_lợi,Việc này có lợi cho sức khoẻ,This is beneficial for health,
wordex_lợn,Trang trại nuôi lợn,The farm raises pigs,
wordex_lộn,Đừng nhầm lộn hai thứ này,Don't mix up these two things,
wordex_long,Cung điện có hình rồng long trọng,The palace has a grand dragon design,
wordex_lòng,Cảm ơn tấm lòng của bạn,Thank you for your kindness,
wordex_lông,Con mèo có bộ lông mềm mại,The cat has soft fur,
wordex_lồng,Con chim ở trong lồng,The bird is in the cage,
wordex_lỏng,Ốc vít này bị lỏng,This screw is loose,
wordex_lót,Lót một tấm khăn lên giường,Lay a cloth on the bed,
wordex_lọt,Đồng xu lọt vào khe hở,The coin fell into the gap,
wordex_lột,Anh ấy lột vỏ trái cây,He peels the fruit,
wordex_lũ,Nước lũ dâng cao,The floodwater is rising,
wordex_lừa,Đừng để bị lừa gạt,Don't get deceived,
wordex_luân,Chúng tôi luân phiên trực đêm,We take turns on night shift,
wordex_luật,Luật giao thông rất nghiêm,Traffic law is very strict,
wordex_lục,Việt Nam nằm trên lục địa châu Á,Vietnam is located on the Asian continent,
wordex_lui,Quân đội lui về phía sau,The army retreated,
wordex_lùi,Xe lùi lại từ từ,The car backs up slowly,
wordex_lùn,Cây này khá lùn so với những cây khác,This tree is quite short compared to others,
wordex_lung,Chiếc ghế này lung lay quá,This chair is too wobbly,
wordex_lùng,Cảnh sát lùng bắt tội phạm,The police hunt down criminals,
wordex_lũng,Ngôi làng nằm sâu trong thung lũng hẹp,The village sits deep in a narrow valley,
wordex_lưng,Lưng tôi bị đau,My back hurts,
wordex_lược,Cho tôi mượn cây lược,Let me borrow a comb,
wordex_lưới,Ngư dân kéo lưới lên thuyền,The fisherman pulls the net onto the boat,
wordex_lười,Đừng lười biếng như vậy,Don't be so lazy,
wordex_lưỡi,Lưỡi tôi bị bỏng vì canh nóng,My tongue got burned by hot soup,
wordex_lượn,Con diều lượn trên bầu trời,The kite glides in the sky,
wordex_lưỡng,Tôi cứ lưỡng lự mãi không quyết định được,I keep hesitating and can't decide,
wordex_lướt,Tôi thích lướt web vào buổi tối,I like browsing the web in the evening,
wordex_lựu,Anh ấy ném một quả lựu đạn,He throws a grenade,
wordex_mạc,Đây là một vùng sa mạc rộng lớn,This is a vast desert region,
wordex_mạch,Bác sĩ bắt mạch cho bệnh nhân,The doctor takes the patient's pulse,
wordex_mãi,Tôi sẽ nhớ mãi kỷ niệm này,I will remember this memory forever,
wordex_mại,Hai nước ký hiệp định thương mại,The two countries sign a trade agreement,
wordex_màn,Kéo màn cửa lại,Draw the curtains,
wordex_mãn,Tôi rất mãn nguyện với cuộc sống,I'm very content with life,
wordex_mạn,Câu chuyện có phần lãng mạn,The story has a romantic side,
wordex_màng,Trứng có một lớp màng mỏng,The egg has a thin membrane,
wordex_mạng,Tôi cần kết nối mạng,I need to connect to the network,
wordex_manh,Cảnh sát tìm ra manh mối,The police found a clue,
wordex_mánh,Anh ấy dùng mánh khóe để lừa người khác,He uses tricks to deceive others,
wordex_mãnh,Con hổ là loài thú mãnh liệt,The tiger is a fierce animal,
wordex_mạo,Đừng mạo hiểm khi không cần thiết,Don't take risks unnecessarily,
wordex_mập,Con mèo này khá mập,This cat is quite chubby,
wordex_mát,Trời hôm nay khá mát,The weather is quite cool today,
wordex_mắt,Mắt tôi bị đau,My eyes hurt,
wordex_máu,Anh ấy bị chảy máu,He's bleeding,
wordex_mẫu,Cho tôi xem mẫu sản phẩm,Show me a sample of the product,
wordex_mày,Mày làm gì vậy?,What are you doing? (very informal),
wordex_mây,Bầu trời đầy mây,The sky is full of clouds,
wordex_mê,Tôi mê phim hành động,I'm obsessed with action movies,
wordex_mẽ,Anh ấy hay khoe mẽ với mọi người,He often shows off to everyone,
wordex_mẻ,Đây là mẻ bánh đầu tiên,This is the first batch of bread,
wordex_mềm,Chiếc gối này rất mềm,This pillow is very soft,
wordex_men,Bánh mì cần có men để nở,Bread needs yeast to rise,
wordex_mến,Mọi người đều mến cô ấy,Everyone is fond of her,
wordex_mệnh,Đây là số mệnh của mỗi người,This is everyone's destiny,
wordex_mèo,Con mèo của tôi rất dễ thương,My cat is very cute,
wordex_mét,Con đường dài khoảng một trăm mét,The road is about one hundred meters long,
wordex_mi,Lông mi của cô ấy dài,Her eyelashes are long,
wordex_mĩ,Cảnh vật nơi đây thật mĩ lệ,The scenery here is truly beautiful,
wordex_miện,Nữ hoàng đội vương miện,The queen wears a crown,
wordex_miếng,Cho tôi một miếng bánh,Give me a piece of cake,
wordex_miệng,Đóng miệng lại và ăn,Close your mouth and eat,
wordex_miêu,Nhà văn miêu tả cảnh vật rất sinh động,The writer describes the scenery very vividly,
wordex_minh,Anh ấy rất thông minh,He's very intelligent,
wordex_mò,Tôi mò tìm chìa khóa trong bóng tối,I fumbled for the keys in the dark,
wordex_mô,Chúng tôi xây một mô hình thu nhỏ,We built a scaled-down model,
wordex_mồ,Chúng tôi thăm mồ tổ tiên,We visit our ancestors' graves,
wordex_mổ,Bác sĩ mổ ca phẫu thuật thành công,The doctor performed a successful surgery,
wordex_mỏ,Con chim có cái mỏ dài,The bird has a long beak,
wordex_mơ,Tối qua tôi mơ thấy bạn,Last night I dreamed about you,
wordex_mớ,Cô ấy mua một mớ rau,She bought a bunch of vegetables,
wordex_mờ,Kính bị mờ vì hơi nước,The glasses are fogged up from steam,
wordex_mỡ,Món này có nhiều mỡ quá,This dish has too much fat,
wordex_mợ,Mợ tôi nấu ăn rất ngon,My aunt cooks very well,
wordex_mộ,Chúng tôi đến thăm mộ ông bà,We visited our grandparents' grave,
wordex_móc,Treo áo lên móc,Hang the coat on the hook,
wordex_mọc,Cây con mọc lên từ đất,The young plant sprouts from the soil,
wordex_mộc,Ngôi nhà có phong cách mộc mạc,The house has a rustic style,
wordex_moi,Cảnh sát moi thông tin từ nghi phạm,The police extract information from the suspect,
wordex_môi,Cô ấy tô son môi màu đỏ,She applied red lipstick,
wordex_mối,Chúng tôi có mối quan hệ tốt,We have a good relationship,
wordex_mồi,Người câu cá dùng mồi tôm,The angler uses shrimp bait,
wordex_mỏi,Chân tôi mỏi sau khi đi bộ,My legs are sore after walking,
wordex_mồm,Đừng nói lớn mồm như vậy,Don't talk so loudly,
wordex_môn,Tôi thích môn toán học,I like the subject of math,
wordex_móng,Cô ấy sơn móng tay màu đỏ,She paints her nails red,
wordex_mông,Anh ấy ngã và đau mông,He fell and hurt his backside,
wordex_mỏng,Chiếc điện thoại này rất mỏng,This phone is very thin,
wordex_mộng,Đó chỉ là một giấc mộng,That was just a dream,
wordex_mu,Vết sẹo ở mu bàn tay anh ấy,There's a scar on the back of his hand,
wordex_mù,Ông cụ bị mù từ nhỏ,The old man has been blind since childhood,
wordex_mụ,Trong truyện có một mụ phù thủy,In the story there's a witch,
wordex_múa,Các em nhỏ múa trên sân khấu,The children dance on stage,
wordex_mùa,Mùa hè năm nay rất nóng,This summer is very hot,
wordex_mức,Mức lương của anh ấy khá cao,His salary level is quite high,
wordex_mực,Chúng tôi ăn mực nướng,We eat grilled squid,
wordex_mùi,Mùi thức ăn rất thơm,The food smells wonderful,
wordex_mũi,Mũi tôi bị nghẹt,My nose is stuffy,
wordex_muối,Cho thêm một chút muối,Add a bit more salt,
wordex_muội,Cô ấy có một muội muội đáng yêu,She has an adorable younger sister,
wordex_mươi,Chờ tôi mươi phút nữa,Wait about ten more minutes for me,
wordex_muôn,Chúc bạn muôn sự như ý,Wishing you ten thousand blessings,
wordex_mưu,Họ lập mưu để lừa gạt người khác,They plotted to deceive others,
wordex_mỹ,Cảnh vật ở đây rất mỹ lệ,The scenery here is very beautiful,
wordex_nã,Cảnh sát truy nã tên tội phạm,The police search for the wanted criminal,
wordex_nạ,Anh ấy đeo mặt nạ hóa trang,He wears a costume mask,
wordex_nắm,Nắm chặt tay tôi nhé,Hold my hand tightly,
wordex_nằm,Con mèo nằm trên ghế,The cat is lying on the chair,
wordex_nàn,Cuộc sống của họ khá nghèo nàn,Their life is quite impoverished,
wordex_nản,"Đừng nản lòng, cố gắng lên","Don't be discouraged, keep trying",
wordex_nạn,Anh ấy là nạn nhân của tai nạn,He's a victim of the accident,
wordex_nàng,Nàng công chúa rất xinh đẹp,The princess is very beautiful,
wordex_năng,Anh ấy rất năng động,He's very energetic,
wordex_nâng,Anh ấy nâng chiếc hộp nặng,He lifted the heavy box,
wordex_nặng,Cái vali này rất nặng,This suitcase is very heavy,
wordex_náo,Khu chợ rất náo nhiệt,The market is very bustling,
wordex_não,Bộ não con người rất phức tạp,The human brain is very complex,
wordex_nấp,Chúng tôi nấp sau bụi cây,We hide behind the bush,
wordex_nạp,Tôi cần nạp tiền điện thoại,I need to top up my phone credit,
wordex_nạt,Đừng nạt nộ trẻ con,Don't intimidate children,
wordex_nâu,Cô ấy có mái tóc nâu,She has brown hair,
wordex_nãy,Bạn vừa nói gì lúc nãy vậy?,What did you just say a moment ago?,
wordex_nảy,Một ý tưởng hay nảy ra trong đầu tôi,A good idea popped into my head,
wordex_né,Anh ấy né được cú đấm,He dodges the punch,
wordex_nề,Gia đình anh ấy sống rất nề nếp,His family lives in a very disciplined manner,
wordex_ném,Đứa trẻ ném quả bóng,The child threw the ball,
wordex_nếm,Đầu bếp nếm thử món ăn,The chef tastes the dish,
wordex_nến,Chúng tôi thắp nến sinh nhật,We light birthday candles,
wordex_nền,Nền kinh tế đang phát triển tốt,The economy is developing well,
wordex_neo,Tàu thả neo ngoài cảng,The ship drops anchor outside the port,
wordex_nét,Cô ấy có nét mặt hiền hòa,She has a gentle facial feature,
wordex_nga,Anh ấy đến từ nước Nga,He comes from Russia,
wordex_ngã,Anh ấy bị ngã xe,He fell off his bike,
wordex_ngai,Vua ngồi trên ngai vàng,The king sits on the golden throne,
wordex_ngài,Xin chào ngài,"Greetings, sir",
wordex_ngắm,Chúng tôi ngắm cảnh hoàng hôn,We admire the sunset scenery,
wordex_ngầm,Có một lối đi ngầm dưới đường,There's an underground passage under the road,
wordex_ngàn,Có hàng ngàn người tham gia,Thousands of people participated,
wordex_ngăn,Hàng rào ngăn chúng tôi lại,The fence blocked us,
wordex_ngẩn,Cô ấy ngẩn người nhìn cảnh đẹp,She stood in awe looking at the beautiful scenery,
wordex_ngang,Anh ấy rất ngang bướng,He's very stubborn,
wordex_ngào,Giọng nói của cô ấy ngọt ngào,Her voice is sweet,
wordex_ngạo,Đừng kiêu ngạo với người khác,Don't be arrogant toward others,
wordex_ngắt,Cuộc gọi bị ngắt giữa chừng,The call got cut off midway,
wordex_ngất,Cô ấy ngất xỉu vì trời nóng,She fainted from the heat,
wordex_ngầu,Chiếc xe này trông rất ngầu,This car looks really cool,
wordex_ngẫu,Chúng tôi gặp nhau một cách ngẫu nhiên,We met each other by random chance,
wordex_ngây,Đứa trẻ có ánh mắt ngây thơ,The child has innocent eyes,
