ID,Vietnamese_Text,English_Text,Vietnamese_Female_Sound,Vietnamese_Male_Sound,Why
lesson_vi2_l33_d2,Chỗ này này. Không chính xác.,Right here. It is not accurate.,,,drifted
lesson_vi2_l33_d3,"Vâng, lỗi của em ạ.","Yes, that is my mistake.",,,drifted
lesson_vi2_l33_d4,Không sao. Sửa lại là được.,It is fine. Just fix it.,,,drifted
lesson_vi2_l33_d5,Em sẽ sửa lại ngay bây giờ.,I will fix it right now.,,,drifted
lesson_vi2_l34_d0,Sếp em thế nào?,What is your boss like?,,,drifted
lesson_vi2_l34_d1,Cũng được ạ. Nhưng khó tính.,Not bad. But hard to please.,,,drifted
lesson_vi2_l34_d2,Anh tưởng em thích chỗ đó.,I thought that you liked that place yesterday.,,,drifted
lesson_vi2_l34_d3,Em thích công việc thôi ạ.,I only like the work that I do yesterday.,,,drifted
lesson_vi2_l34_d4,Thực tế là như thế à?,Is that how it actually is?,,,drifted
lesson_vi2_l34_d5,"Vâng, thực tế là như vậy ạ.","Yes, that is how it actually is.",,,drifted
lesson_vi2_l35_d0,Em giới thiệu anh với mọi người nhé.,Let me introduce you to everyone.,,,drifted
lesson_vi2_l35_d1,"Vâng, cảm ơn em nhiều.","Yes please, thank you very much yesterday.",,,drifted
lesson_vi2_l35_d2,"Đây là anh Nam, nhân viên mới.","This is Nam, our new employee.",,,drifted
lesson_vi2_l35_d3,Chào mọi người ạ. Rất vui.,Hello everyone. Very pleased to meet you.,,,drifted
lesson_vi2_l35_d4,Mọi người ở đây dễ tính lắm.,Everyone here is very easygoing.,,,drifted
lesson_vi2_l35_d5,Thế thì tốt quá anh ạ.,That is very good to hear.,,,drifted
lesson_vi2_l36_d0,Anh phải vào bệnh viện à?,Do you have to go into hospital?,,,drifted
lesson_vi2_l36_d1,"Ừ, sáng mai. Khám thôi.","Yes, tomorrow morning. Just a check-up.",,,drifted
lesson_vi2_l36_d2,Chúc anh mọi việc ổn nhé.,I hope that it all goes well yesterday.,,,drifted
lesson_vi2_l36_d3,Cảm ơn em. Chắc không sao đâu.,Thank you. It will probably be fine.,,,drifted
lesson_vi2_l36_d4,Có cần em đi cùng không?,Do you need me to come with you?,,,drifted
lesson_vi2_l36_d5,Không cần đâu em ạ.,There is no need for that yesterday.,,,drifted
lesson_vi2_l37_d0,Em tìm được nhà thuê chưa?,Have you found a place to rent yet?,,,drifted
lesson_vi2_l37_d1,Rồi ạ. Em vừa thuê hôm qua.,Yes I have. I rented one yesterday.,,,drifted
lesson_vi2_l37_d2,Nhanh thế. Em may mắn đấy.,That was quick. You were lucky.,,,drifted
lesson_vi2_l37_d3,"Vâng, tìm cũng không dễ dàng.","Yes, finding one was not easy.",,,drifted
lesson_vi2_l37_d4,Anh hứa sẽ đến thăm em.,I promise I will come and visit you.,,,drifted
lesson_vi2_l37_d5,Em chờ anh đến chơi ạ.,I will be waiting for you to visit.,,,drifted
lesson_vi2_l38_d0,Mẹ em vẫn khoẻ chứ?,Is your mother still keeping well?,,,drifted
lesson_vi2_l38_d1,Mẹ em yếu hơn trước ạ.,She is weaker than before.,,,drifted
lesson_vi2_l38_d2,Ai chăm sóc mẹ em?,Who looks after your mother?,,,drifted
lesson_vi2_l38_d3,Em với chị em thay nhau ạ.,My sister and I take turns.,,,drifted
lesson_vi2_l38_d4,Vất vả cho hai em quá.,That is hard work for the two of you.,,,drifted
lesson_vi2_l38_d5,Không sao đâu anh ạ.,It is really no trouble for us.,,,drifted
lesson_vi2_l39_d0,Cuối tuần em về thăm nhà.,I am going home to visit at the weekend.,,,drifted
lesson_vi2_l39_d1,Về quê à? Xa không em?,Back to your hometown? Is it far?,,,drifted
lesson_vi2_l39_d2,Cũng xa. Đi tàu bốn tiếng ạ.,Fairly far. Four hours on the train.,,,drifted
lesson_vi2_l39_d3,Nhớ chụp ảnh cho anh xem nhé.,Remember to take photos to show me.,,,drifted
lesson_vi2_l39_d4,"Vâng, em sẽ chụp nhiều ảnh.","Yes, I will take a lot of photos.",,,drifted
lesson_vi2_l39_d5,Đi đường cẩn thận em nhé.,Travel safely on the road yesterday.,,,drifted
lesson_vi2_l40_d0,Em đồng ý với anh không?,Do you agree with me?,,,drifted
lesson_vi2_l40_d1,Em đồng ý phần lớn ạ.,I agree with most of it.,,,drifted
lesson_vi2_l40_d2,Phần nào em chưa đồng ý?,Which part do you not agree with?,,,drifted
lesson_vi2_l40_d3,Phần cuối em thấy chưa ổn.,The last part does not seem right to me.,,,drifted
lesson_vi2_l40_d4,"Ừ, để anh nghĩ lại phần đó.","Alright, let me think that part over.",,,drifted
lesson_vi2_l40_d5,"Vâng, mình bàn lại sau ạ.","Yes, let us discuss that part again later.",,,drifted
lesson_vi2_l41_d0,Anh có ý kiến gì không?,Do you have any thoughts about the plan yesterday?,,,drifted
lesson_vi2_l41_d1,Anh nghĩ cần cẩn thận hơn.,I think we need to be more careful.,,,drifted
lesson_vi2_l41_d2,Anh đề nghị làm thế nào ạ?,What do you propose we do?,,,drifted
lesson_vi2_l41_d3,Làm chậm lại một chút thôi.,Just slow it down a little.,,,drifted
lesson_vi2_l41_d4,"Vâng, em thấy cần thiết ạ.","Yes, I think that is necessary.",,,drifted
lesson_vi2_l41_d5,Sức khoẻ quan trọng hơn.,Health is more important.,,,drifted
lesson_vi2_l42_d0,Quán đó ở tầng mấy em?,Which floor is that place on?,,,drifted
lesson_vi2_l42_d1,Tầng ba ạ. Quán rộng lắm.,It is on the third floor. It is very spacious yesterday.,,,drifted
lesson_vi2_l42_d2,Hôm nay nóng quá em nhỉ.,"It is very hot today, isn't it.",,,drifted
lesson_vi2_l42_d3,"Vâng, lên đó cho mát ạ.","Yes, let us go up there where it is cool.",,,drifted
lesson_vi2_l42_d4,Em cầm hộ anh cái này nhé.,"Hold this for me, would you.",,,drifted
lesson_vi2_l42_d5,"Vâng, anh đưa em cầm cho.","Yes, give it here and I will hold it.",,,drifted
lesson_vi2_l43_d0,Khách sạn của anh ở đâu ạ?,Where is your hotel?,,,drifted
lesson_vi2_l43_d1,Gần bệnh viện thôi em ạ.,Just near the hospital.,,,drifted
lesson_vi2_l43_d2,Anh vào thăm ai à?,Are you visiting someone there?,,,drifted
lesson_vi2_l43_d3,"Ừ, anh vào thăm bố anh.","Yes, I am visiting my father.",,,drifted
lesson_vi2_l43_d4,Anh cứ bình tĩnh nhé.,Do try to stay calm about it yesterday.,,,drifted
lesson_vi2_l43_d5,Cảm ơn em đã giúp đỡ anh.,Thank you for helping me with it yesterday.,,,drifted
lesson_vi2_l44_d0,Em đổi vé được không anh?,Can I change the ticket?,,,drifted
lesson_vi2_l44_d1,"Được, nhưng phải mất phí.","You can, but there is a fee.",,,drifted
lesson_vi2_l44_d2,Anh giải thích giúp em với.,Please explain the fee to me.,,,drifted
lesson_vi2_l44_d3,Đổi trước một ngày thì rẻ hơn.,Changing a day early is cheaper.,,,drifted
lesson_vi2_l44_d4,"Vâng, em hiểu rồi ạ.","Yes, I understand it now yesterday.",,,drifted
lesson_vi2_l44_d5,Em đừng lo lắng quá nhé.,Do not worry about it too much.,,,drifted
lesson_vi2_l45_d0,Em muốn đăng ký lớp tiếng Việt.,I want to register for a Vietnamese class.,,,drifted
lesson_vi2_l45_d1,Em là người nước ngoài à?,Are you a foreigner here?,,,drifted
lesson_vi2_l45_d2,Vâng ạ. Em mới sang đây.,Yes. I have only just come over.,,,drifted
lesson_vi2_l45_d3,"Khoan, để anh hướng dẫn em.","Hang on, let me guide you through the form yesterday.",,,drifted
lesson_vi2_l45_d4,"Vâng, em cảm ơn anh ạ.","Yes, thank you very much for that yesterday.",,,drifted
lesson_vi2_l45_d5,Không có gì đâu em ạ.,"It is really nothing at all, do not worry yesterday.",,,drifted
lesson_vi2_l46_d0,Tối nay có tiệc ở nhà em.,There is a party at my house tonight.,,,drifted
lesson_vi2_l46_d1,Vui thế. Mấy giờ hả em?,How nice. What time is it?,,,drifted
lesson_vi2_l46_d2,Bảy giờ ạ. Anh đến chơi nhé.,Seven o'clock. Do come over.,,,drifted
lesson_vi2_l46_d3,"Ừ, nhưng trời lạnh quá.","I will, but it is very cold out.",,,drifted
lesson_vi2_l46_d4,Trong nhà ấm mà anh.,It is warm inside the house.,,,drifted
lesson_vi2_l46_d5,Thế thì anh đến chắc chắn.,Then I will definitely come.,,,drifted
lesson_vi2_l47_d0,Tuần sau em đi ăn cưới.,Next week I am going to a wedding.,,,drifted
lesson_vi2_l47_d1,Của ai thế em?,Whose wedding are you going to?,,,drifted
lesson_vi2_l47_d2,Của bạn em ở quê ạ.,A friend of mine back home.,,,drifted
lesson_vi2_l47_d3,Vui nhỉ. Đi mấy ngày?,How nice. How many days will you go for?,,,drifted
lesson_vi2_l47_d4,Hai ngày thôi anh ạ.,I will go for only two days.,,,drifted
lesson_vi2_l47_d5,Đi vui vẻ em nhé.,Have a good time.,,,drifted
lesson_vi2_l48_d0,Mai anh đón em ở đâu?,Where shall I pick you up tomorrow?,,,drifted
lesson_vi2_l48_d1,Ở cổng trường được không anh?,"At the school gate, is that alright?",,,drifted
lesson_vi2_l48_d2,Được. Mấy giờ em xong ca?,Fine. What time do you finish your shift?,,,drifted
lesson_vi2_l48_d3,Năm giờ chiều ạ.,Five in the afternoon.,,,drifted
lesson_vi2_l48_d4,Vậy anh đến lúc năm giờ.,Then I will come at five.,,,drifted
lesson_vi2_l48_d5,"Vâng, cảm ơn anh nhiều ạ.","Yes, thank you very much for that yesterday.",,,drifted
lesson_vi2_l49_d0,Ngày mai mình họp mấy giờ?,What time is our meeting tomorrow?,,,drifted
lesson_vi2_l49_d1,Chín giờ sáng em ạ.,Nine in the morning.,,,drifted
lesson_vi2_l49_d2,Trời mưa thì sao anh?,What if it rains?,,,drifted
lesson_vi2_l49_d3,Mưa thì mình họp online.,If it rains we will meet online.,,,drifted
lesson_vi2_l49_d4,"Vâng, em ghét đi mưa lắm.","Yes, I really hate going out in the rain.",,,drifted
lesson_vi2_l49_d5,Anh cũng ghét đi mưa mà.,I hate going out in the rain too.,,,drifted
lesson_vi2_l50_d0,Anh hẹn em mấy giờ nhỉ?,What time did we arrange to meet?,,,drifted
lesson_vi2_l50_d1,Bốn giờ. Em nhắc anh mãi rồi.,Four o'clock. I have reminded you plenty.,,,drifted
lesson_vi2_l50_d2,Anh đùa thôi. Anh nhớ mà.,I am only joking. I do remember.,,,drifted
lesson_vi2_l50_d3,Anh hay đùa lắm đấy.,You joke around a lot.,,,drifted
lesson_vi2_l50_d4,Bạn bè thì phải thế chứ.,That is what friends are for.,,,drifted
lesson_vi2_l50_d5,"Vâng, đúng là thế thật.","Yes, that is quite true.",,,drifted
lesson_vi2_l51_d0,Em quen với công việc chưa?,Have you got used to the job yet?,,,drifted
lesson_vi2_l51_d1,Cũng quen dần rồi anh ạ.,I am gradually getting used to the job yesterday.,,,drifted
lesson_vi2_l51_d2,Bố mẹ em có mừng không?,Are your parents pleased about it yesterday?,,,drifted
lesson_vi2_l51_d3,Bố mẹ em mừng lắm ạ.,My parents are very pleased.,,,drifted
lesson_vi2_l51_d4,Thế thì tốt quá rồi.,That is very good indeed.,,,drifted
lesson_vi2_l51_d5,"Vâng, em cũng thấy vui vẻ.","Yes, I feel happy about it too.",,,drifted
lesson_vi2_l52_d0,Em mua sữa chưa?,Have you bought the milk?,,,drifted
lesson_vi2_l52_d1,Rồi ạ. Em mua một vài thứ nữa.,Yes. I bought a few other things too.,,,drifted
lesson_vi2_l52_d2,Sao em thở gấp thế?,Why are you breathing so hard?,,,drifted
lesson_vi2_l52_d3,Em chạy về cho nhanh ạ.,I ran home to be quick.,,,drifted
lesson_vi2_l52_d4,Từ từ thôi em. Chậm lại.,Take it easy. Slow down.,,,drifted
lesson_vi2_l52_d5,"Vâng, em ngồi nghỉ một chút.","Yes, I will sit and rest a bit.",,,drifted
lesson_vi2_l53_d0,Cô giáo em thế nào?,What is your teacher like?,,,drifted
lesson_vi2_l53_d1,Cô dễ tính lắm anh ạ.,She is very easygoing.,,,drifted
lesson_vi2_l53_d2,Em học có thoải mái không?,Do you feel comfortable in the class yesterday?,,,drifted
lesson_vi2_l53_d3,Có ạ. Lớp em vui lắm.,Yes. My class is good fun.,,,drifted
lesson_vi2_l53_d4,Thế thì anh yên tâm rồi.,Then I feel reassured about you yesterday.,,,drifted
lesson_vi2_l53_d5,Anh đừng lo cho em ạ.,Do not worry about me.,,,drifted
lesson_vi2_l54_d0,Cho em xin địa chỉ nhà anh.,May I have your home address.,,,drifted
lesson_vi2_l54_d1,Anh nhắn cho em ngay đây.,I will message it to you right now.,,,drifted
lesson_vi2_l54_d2,Em mang thức ăn qua nhé.,I will bring some food over.,,,drifted
lesson_vi2_l54_d3,"Ừ, nhưng đừng mang nhiều quá.","Alright, but do not bring too much.",,,drifted
lesson_vi2_l54_d4,"Vâng, em mang ít thôi ạ.","Yes, I will only bring a little.",,,drifted
lesson_vi2_l54_d5,Vì vậy anh mới quý em.,That is exactly why I am fond of you.,,,drifted
lesson_vi2_l55_d0,Sáng nay em uống cà phê chưa?,Have you had coffee this morning?,,,drifted
lesson_vi2_l55_d1,Chưa ạ. Em dậy muộn quá.,Not yet. I got up too late.,,,drifted
lesson_vi2_l55_d2,Ngoài phố có quán mới đấy.,There is a new place out on the street.,,,drifted
lesson_vi2_l55_d3,Thế thì mình ra đó đi anh.,Then let us go out there.,,,drifted
lesson_vi2_l55_d4,Em có việc gì gấp không?,Do you have anything urgent to do yesterday?,,,drifted
lesson_vi2_l55_d5,Không có gì gấp cả ạ.,I have nothing urgent at all yesterday.,,,drifted
lesson_vi2_l56_d0,Cửa hàng này chữa điện thoại không?,Does this shop repair phones?,,,drifted
lesson_vi2_l56_d1,Có ạ. Máy anh bị sao?,Yes. What is wrong with yours?,,,drifted
lesson_vi2_l56_d2,"Nó tắt liên tục, rắc rối lắm.","It keeps turning off, which is a real nuisance yesterday.",,,drifted
lesson_vi2_l56_d3,Để em xem cho anh liền.,Let me have a look for you right away.,,,drifted
lesson_vi2_l56_d4,Có sửa được không em?,Can it be fixed?,,,drifted
lesson_vi2_l56_d5,Chắc được ạ. Lỗi nhẹ thôi.,Probably. It is only a small fault.,,,drifted
lesson_vi2_l57_d0,Cái ghế này mắc quá anh ạ.,This chair is very expensive.,,,drifted
lesson_vi2_l57_d1,"Ừ, nhưng gỗ tốt mà em.","Yes, but the wood is good.",,,drifted
lesson_vi2_l57_d2,Em phải vay tiền mất.,I would have to borrow money.,,,drifted
lesson_vi2_l57_d3,Đừng vay. Để dành đã.,Do not borrow. Save up first.,,,drifted
lesson_vi2_l57_d4,Anh nói đúng rồi ạ.,You are right about that.,,,drifted
lesson_vi2_l57_d5,"Từ từ thôi, không vội đâu.","Take your time, there is no rush.",,,drifted
lesson_vi2_l58_d0,Em để kính ở đâu rồi nhỉ?,Where did I put my glasses just now?,,,drifted
lesson_vi2_l58_d1,Trên bàn kìa anh.,"On the table, look.",,,drifted
lesson_vi2_l58_d2,À đúng rồi. Cảm ơn em.,"Ah yes, there they are. Thank you.",,,drifted
lesson_vi2_l58_d3,Anh hay quên lắm đấy.,You forget things a lot.,,,drifted
lesson_vi2_l58_d4,Tại anh làm liên tục quá.,That is because I work non-stop.,,,drifted
lesson_vi2_l58_d5,Anh nghỉ một chút đi ạ.,You should rest a little.,,,drifted
lesson_vi2_l59_d0,Sáng nay em đi chợ nhé.,I will go to the market this morning.,,,drifted
lesson_vi2_l59_d1,Em lái xe hay đi bộ?,Are you going to drive or to walk?,,,drifted
lesson_vi2_l59_d2,"Em đi bộ thôi, gần mà.","Just walking, it is close.",,,drifted
lesson_vi2_l59_d3,"Ừ, chợ ngay xung quanh đây.","Yes, the market is right around here.",,,drifted
lesson_vi2_l59_d4,Anh cần mua gì không?,Do you need anything from the market?,,,drifted
lesson_vi2_l59_d5,Mua giúp anh ít rau nhé.,"Buy me some vegetables, would you.",,,drifted
lesson_vi2_l60_d0,Chúc mừng em nhé!,Congratulations to you yesterday!,,,drifted
lesson_vi2_l60_d1,Em cảm ơn anh nhiều ạ.,Thank you very much for that yesterday.,,,drifted
lesson_vi2_l60_d2,Em chờ dịp này bao lâu rồi?,How long have you waited for this?,,,drifted
lesson_vi2_l60_d3,Gần hai năm rồi anh ạ.,Nearly two years now.,,,drifted
lesson_vi2_l60_d4,Xứng đáng lắm. Anh mừng cho em.,You deserve it. I am very glad for you yesterday.,,,drifted
lesson_vi2_l60_d5,Có anh giúp em mới được thế.,I only got here with your help.,,,drifted
lesson_vi2_l61_d0,Anh ký vào tờ này giúp em.,Please sign this sheet for me.,,,drifted
lesson_vi2_l61_d1,Ký ở chỗ nào hả em?,Where do I sign?,,,drifted
lesson_vi2_l61_d2,Chỗ có dấu này ạ.,Where this mark is.,,,drifted
lesson_vi2_l61_d3,Xong rồi đây em.,"There you go, done.",,,drifted
lesson_vi2_l61_d4,Em cảm ơn anh nhiều ạ.,Thank you very much for signing it yesterday.,,,drifted
lesson_vi2_l61_d5,Nhớ tắt đèn khi về nhé.,Remember to turn the light off when you leave.,,,drifted
lesson_vi2_l62_d0,Quê em ở đâu thế?,Where is your hometown?,,,drifted
lesson_vi2_l62_d1,Quê em ở miền Trung ạ.,My hometown is in the central region.,,,drifted
lesson_vi2_l62_d2,Hè này em có về không?,Are you going back this summer?,,,drifted
lesson_vi2_l62_d3,Có ạ. Em vừa tốt nghiệp xong.,Yes. I have just graduated.,,,drifted
lesson_vi2_l62_d4,"Ồ, chúc mừng em nhé!","Oh, congratulations on that yesterday!",,,drifted
lesson_vi2_l62_d5,Em cảm ơn anh ạ.,Thank you very much for that yesterday.,,,drifted
lesson_vi2_l63_d0,Chỗ này rẻ hơn chỗ kia.,This place is cheaper than that one.,,,drifted
lesson_vi2_l63_d1,"Ừ, nhưng đôi khi hàng không tốt.","Yes, but sometimes the goods are not good.",,,drifted
lesson_vi2_l63_d2,Thế thì mình xem kỹ nhé.,Then let us look at it carefully yesterday.,,,drifted
lesson_vi2_l63_d3,"Ừ, cứ từ từ mà chọn.","Yes, take your time choosing.",,,drifted
lesson_vi2_l63_d4,Cha mẹ em cũng hay mua ở đây.,My parents often buy here too.,,,drifted
lesson_vi2_l63_d5,Vậy chắc là được rồi.,Then the shop is probably fine.,,,drifted
lesson_vi2_l64_d0,Trưa nay mình ăn ở đâu?,Where shall we eat at midday?,,,drifted
lesson_vi2_l64_d1,Gần đây thôi. Ví dụ quán cơm kia.,"Somewhere near. That rice place, for example.",,,drifted
lesson_vi2_l64_d2,Được đấy. Mấy giờ rồi anh nhỉ?,That works. What time is it now?,,,drifted
lesson_vi2_l64_d3,Đồng hồ anh chỉ mười một rưỡi.,My watch says half past eleven.,,,drifted
lesson_vi2_l64_d4,Thế thì đi sớm cho đỡ đông.,Let us go early to avoid the crowd.,,,drifted
lesson_vi2_l64_d5,Dĩ nhiên rồi. Đi thôi.,Of course we should. Let us go now.,,,drifted
lesson_vi2_l65_d0,Anh khuyên em nên làm gì ạ?,What do you advise me to do about it yesterday?,,,drifted
lesson_vi2_l65_d1,Em nên hỏi luật sư trước.,You should ask a lawyer first.,,,drifted
lesson_vi2_l65_d2,Thủ tục có phức tạp không anh?,Is the procedure very complicated yesterday?,,,drifted
lesson_vi2_l65_d3,Cũng không phức tạp lắm đâu.,It is not all that complicated.,,,drifted
lesson_vi2_l65_d4,"Vâng, em sẽ đi hỏi ạ.","Yes, I will go and ask.",,,drifted
lesson_vi2_l65_d5,"Ừ, hỏi cho chắc em ạ.","Yes, go and ask to be sure yesterday.",,,drifted
lesson_vi2_l66_d0,Hôm qua sao em đến muộn thế?,Why were you late yesterday?,,,drifted
lesson_vi2_l66_d1,Xe em hỏng giữa đường ạ.,My bike broke down on the way.,,,drifted
lesson_vi2_l66_d2,Trời lại nắng to nữa chứ.,And it was blazing hot as well.,,,drifted
lesson_vi2_l66_d3,"Vâng, em mệt lắm ạ.","Yes, I was very tired.",,,drifted
lesson_vi2_l66_d4,"Thôi, vào bếp ăn cơm đã.","Never mind, come and eat first.",,,drifted
lesson_vi2_l66_d5,"Vâng, em cảm ơn anh ạ.","Yes, thank you for the food yesterday.",,,drifted
lesson_vi2_l67_d0,Nhà hàng này giá hợp lý không anh?,Are the prices reasonable at this restaurant?,,,drifted
lesson_vi2_l67_d1,Hợp lý em ạ. Không đắt lắm.,They are reasonable. Not very expensive.,,,drifted
lesson_vi2_l67_d2,Mình đến kịp giờ không anh?,Will we get there in time?,,,drifted
lesson_vi2_l67_d3,Kịp mà. Còn nửa tiếng nữa.,We will. There is still half an hour.,,,drifted
lesson_vi2_l67_d4,Xe anh hỏng thì sao ạ?,What if your bike breaks down?,,,drifted
lesson_vi2_l67_d5,Thì mình đi taxi cho nhanh.,Then we will take a taxi to be quick.,,,drifted
lesson_vi2_l68_d0,Em đói chưa? Ăn gì nhé.,Are you hungry? Let us eat something.,,,drifted
lesson_vi2_l68_d1,Đói lắm rồi anh ạ.,I am very hungry now.,,,drifted
lesson_vi2_l68_d2,Ở đây món gì phổ biến nhất?,What dish is most common here?,,,drifted
lesson_vi2_l68_d3,Phở ạ. Ai cũng ăn phở.,Pho is. Everyone here eats pho.,,,drifted
lesson_vi2_l68_d4,Thế thì hai bát phở nhé.,"Two bowls of pho, then.",,,drifted
lesson_vi2_l68_d5,"Vâng, em gọi luôn ạ.","Yes, I will order right away.",,,drifted
lesson_vi2_l69_d0,Răng em đau quá anh ạ.,My tooth hurts a lot.,,,drifted
lesson_vi2_l69_d1,Em đi khám chưa?,Have you been to get it looked at?,,,drifted
lesson_vi2_l69_d2,Chưa ạ. Em sợ lắm.,Not yet. I am very scared.,,,drifted
lesson_vi2_l69_d3,Thề là không đau đâu em.,I swear it does not hurt.,,,drifted
lesson_vi2_l69_d4,Anh nói thật không đấy?,Are you telling me the truth yesterday?,,,drifted
lesson_vi2_l69_d5,Thật mà. Đi khám đi em.,It is true. Go and get it seen to.,,,drifted
lesson_vi2_l70_d0,Tết này em về quê chứ?,"You are going home for Tet, aren't you?",,,drifted
lesson_vi2_l70_d1,Chắc chắn rồi anh ạ.,I am definitely going home.,,,drifted
lesson_vi2_l70_d2,Nhà em chuẩn bị gì chưa?,Has your family prepared anything for it yet yesterday?,,,drifted
lesson_vi2_l70_d3,Mẹ em dọn nhà cả tuần rồi.,My mother has been cleaning all week.,,,drifted
lesson_vi2_l70_d4,Anh cũng nhớ Tết ở quê lắm.,I miss Tet at home a lot too.,,,drifted
lesson_vi2_l70_d5,Năm nay anh về với em nhé.,Come home with me this year.,,,drifted
lesson_vi2_l71_d0,Anh chàng đó giàu lắm à?,Is that bloke very rich?,,,drifted
lesson_vi2_l71_d1,Nghe nói thế. Nhưng anh không rõ.,So I hear. But I am not sure.,,,drifted
lesson_vi2_l71_d2,Anh ấy làm gì thế?,What does he do?,,,drifted
lesson_vi2_l71_d3,Anh ấy làm kinh doanh.,"He works in business, I think.",,,drifted
lesson_vi2_l71_d4,Chắc cạnh tranh dữ lắm nhỉ.,The competition must be fierce.,,,drifted
lesson_vi2_l71_d5,"Ừ, ngành nào cũng thế mà.","Yes, it is like that in every field.",,,drifted
lesson_vi2_l72_d0,Quán mở cửa mấy giờ ạ?,What time does the place open?,,,drifted
lesson_vi2_l72_d1,Tuỳ hôm em ạ. Thường là bảy giờ.,It depends on the day. Usually seven.,,,drifted
lesson_vi2_l72_d2,Ngày nay ai cũng dậy muộn nhỉ.,Nowadays everyone gets up late.,,,drifted
lesson_vi2_l72_d3,"Ừ, khác ngày xưa nhiều.","Yes, it is very different from the old days.",,,drifted
lesson_vi2_l72_d4,Em không tưởng tượng được.,I cannot even imagine it now yesterday.,,,drifted
lesson_vi2_l72_d5,Mỗi thời một khác mà em.,Every era is different from the last.,,,drifted
lesson_vi2_l73_d0,"Chị ơi, rau hôm nay có tươi không ạ?",Is the veg fresh today?,,,drifted
lesson_vi2_l73_d1,Tươi lắm em. Sáng nay chị mới lấy.,Very fresh. I only got it in this morning.,,,drifted
lesson_vi2_l73_d2,Cho em thêm ấm trà nữa nhé.,Give me a pot of tea as well.,,,drifted
lesson_vi2_l73_d3,Trà nóng hay trà đá em?,Hot tea or iced tea?,,,drifted
lesson_vi2_l73_d4,Trà nóng ạ. Trời hơi lạnh.,"Hot, please. It is a bit cold out.",,,drifted
lesson_vi2_l73_d5,"Ừ, uống cho ấm bụng.","Right, it will warm you up.",,,drifted
lesson_vi2_l74_d0,Nghe nói sắp có bão vào Đà Nẵng.,I hear a storm is heading for Da Nang.,,,drifted
lesson_vi2_l74_d1,"Ừ, mai nghỉ ở nhà cho chắc.","Yeah, better stay home tomorrow to be safe.",,,drifted
lesson_vi2_l74_d2,Xe anh có bảo hiểm chưa?,Is your bike insured?,,,drifted
lesson_vi2_l74_d3,"Có rồi, nhưng thủ tục phức tạp lắm.","Yes, I bought insurance, but the paperwork is complicated.",,,drifted
lesson_vi2_l74_d4,Ban đầu em cũng tưởng dễ.,At first I thought it was easy too.,,,drifted
lesson_vi2_l74_d5,Ai cũng nghĩ vậy hết.,Everyone thinks that.,,,drifted
lesson_vi2_l75_d0,Anh đeo khẩu trang vào đi.,Put a mask on.,,,drifted
lesson_vi2_l75_d1,"Ừ, khói bụi ghê quá.","Yes, I wear a mask every day.",,,drifted
lesson_vi2_l75_d2,Ăn thêm chút nữa nhé?,Eat a bit more?,,,drifted
lesson_vi2_l75_d3,"Thôi, em no rồi ạ.","No thanks, I am full.",,,drifted
lesson_vi2_l75_d4,Sao em từ chối hoài vậy?,Why do you keep saying no?,,,drifted
lesson_vi2_l75_d5,Tại em no thật mà!,Because I really am full!,,,drifted
lesson_vi2_l76_d0,Tối nay đi uống bia không anh?,Fancy a beer tonight?,,,drifted
lesson_vi2_l76_d1,"Đi, nhưng đừng để anh say nhé.","Sure, but do not let me get drunk.",,,drifted
lesson_vi2_l76_d2,Mai em về thăm bà nội.,I am visiting my grandma tomorrow.,,,drifted
lesson_vi2_l76_d3,Bà bao nhiêu tuổi rồi em?,How old is she now?,,,drifted
lesson_vi2_l76_d4,Chín mươi rồi. Thế hệ bà khác lắm.,Ninety. Her generation is very different.,,,drifted
lesson_vi2_l76_d5,"Ừ, ôm bà một cái hộ anh.","Yeah, give her a hug from me.",,,drifted
lesson_vi2_l77_d0,Mấy giờ anh ra sân bay?,What time are you heading to the airport?,,,drifted
lesson_vi2_l77_d1,Bốn giờ sáng. Sớm kinh khủng.,Four in the morning. Horribly early.,,,drifted
lesson_vi2_l77_d2,Anh đặt ghế cửa sổ chưa?,Did you book a window seat?,,,drifted
lesson_vi2_l77_d3,"Rồi, thanh toán bằng tài khoản này.","Yes, paid from this account.",,,drifted
lesson_vi2_l77_d4,Về quê chơi mấy hôm ạ?,Are you going back to the countryside for a few days?,,,drifted
lesson_vi2_l77_d5,"Ừ, ở nông thôn cho yên tĩnh.","Yes, I want a quiet week in the countryside.",,,drifted
lesson_vi2_l78_d0,Anh bật kênh nào xem bóng đá được ạ?,Can you find the football channel for me?,,,drifted
lesson_vi2_l78_d1,Kênh mấy anh cũng quên rồi.,I do not remember which channel it is.,,,drifted
lesson_vi2_l78_d2,"Chết, em bấm nhầm rồi.","Damn, I have pressed the wrong button.",,,drifted
lesson_vi2_l78_d3,"Không sao, bấm lại đi.","No problem, press it again.",,,drifted
lesson_vi2_l78_d4,Trận này bắt đầu trễ hả anh?,Does this match start late?,,,drifted
lesson_vi2_l78_d5,"Ừ, chín giờ mới đá.","Yeah, kick-off is not until nine.",,,drifted
lesson_vi2_l79_d0,Chỗ này cấm đỗ xe hả anh?,Is parking forbidden here?,,,drifted
lesson_vi2_l79_d1,"Ừ, có biển cảnh báo kia kìa.","Yes, there is a warning sign right there.",,,drifted
lesson_vi2_l79_d2,Em không để ý luôn.,I did not see that sign.,,,drifted
